Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£),group_type
2015/16,Bristol,520.8174398861826,3901194.1208492536,1334661.099023087,39308.472734895724,119046.93412458916,4887.714887785832,828024.696458078,214595.09903551202,4898275.49800791,metro area
2015/16,Cardiff City Region,800.5667340174317,2197432.882589216,1010454.3841442104,144842.60910318754,353536.4787019063,9091.73288274745,1567067.5858847473,479748.50474377087,3476452.7020599316,metro area
2015/16,Edinburgh,656.6186201833189,1168005.1680835232,3075707.9622123656,20275.85831809044,160648.8471216459,2587.5345701068363,1231567.4116525403,178443.70010789006,7747010.174758909,metro area
2015/16,Glasgow City Region,1229.5380567491056,4669794.268439802,18728100.53247213,46624.32955062091,699692.086496357,5009.769834292749,1453203.9119014335,953677.8873572364,14413860.139820168,metro area
2015/16,Greater Birmingham and The Black Country,540.8329565376043,4961040.616442344,16687894.617230989,208030.19602320195,977203.4812931103,23683.15649994439,494786.0656946461,343914.0189011083,18563581.91156796,metro area
2015/16,Greater London,841.1453133936972,23300677.7756921,33463299.241053652,259329.54603369648,1695787.861516276,44837.6567445692,2714018.229380671,679144.6252063302,49357829.05631955,metro area
2015/16,Greater Manchester,959.0908394999801,2262197.7841193005,5058554.767634461,40649.143737599254,575863.6194522532,3264.308016242143,870755.5039553654,349942.1516230329,10713652.0059233,metro area
2015/16,Leeds City Region,1278.6987255200745,2448470.2228338155,2676864.259607164,98881.57708648295,92603.61164562796,8394.10581434808,469191.5926687307,150348.23794933365,6723699.807665309,metro area
2015/16,Liverpool City Region,680.5477484144271,926992.8778942531,2233619.8561411723,30751.14795628935,365786.130990541,5469.044907456538,2107617.993218437,419559.1144793583,9024530.622013997,metro area
2015/16,Newcastle Met Area,577.1117741905153,1387874.3383066042,2067212.8026500866,12364.475882694125,140231.65838448334,6918.9826505044875,776868.291220435,164721.308726651,2050339.3884825003,metro area
2015/16,Nottinghamshire and Derby,478.2759052932263,2705032.368977447,5578650.670161371,144870.47161316985,467670.89633316477,8409.585304442418,768314.009100776,63468.64675913407,4738789.244020473,metro area
2015/16,NA,19341.241939622723,69493113.09655069,107742214.56082137,1858483.6040216386,3511973.9614958307,139089.2717485745,4847346.972600705,5732116.752871799,120698755.57466607,imd decile
2016/17,Belfast City Region,1167.643392054364,2417693.737330596,2956551.897300505,119157.87787528428,47905.76712916513,59157.57829367145,824474.6928042888,772864.2461480239,9859779.337125607,metro area
2016/17,Bristol,252.63775713890792,3848389.983974639,8275628.313588148,57870.49971799366,391557.4784539241,27752.894775325673,637558.1251187389,143006.35322810986,3497557.9852848877,metro area
2016/17,Cardiff City Region,879.2089267995209,3636080.206735134,2136771.25181217,273561.98441182374,281521.8554861393,12791.46125231898,1756770.9702267689,208760.8651517286,4650459.405528983,metro area
2016/17,Edinburgh,168.75708829388023,559960.8442414894,2409473.5885932436,76925.00520087444,256130.24291700684,15902.736260275951,339462.53367406357,218532.76835146674,5697699.204660781,metro area
2016/17,Glasgow City Region,2335.269461407326,5690398.202372841,23331933.085013077,110144.21230676025,703296.2133194235,41906.04120781036,2553294.8038992,261559.0131091312,17551394.223753378,metro area
2016/17,Greater Birmingham and The Black Country,924.3628524951637,6525541.072556304,7573564.381144244,130488.23431772925,942588.5920341216,101804.47402797702,2303233.8151914454,665402.2126626988,3261390.7431397643,metro area
2016/17,Greater London,922.8738307021558,15366083.582979301,26329302.155820806,395609.72818044946,516478.1291341027,116191.74408339272,3207212.4586077603,983226.042172184,24258180.88327901,metro area
2016/17,Greater Manchester,1545.899921764806,3042186.463294682,8539728.303844009,169408.1917994734,303310.78001978993,90205.16120502225,764662.6842790474,336395.6051471254,10936972.833324771,metro area
2016/17,Leeds City Region,213.9102872969583,4671483.9106718805,6082112.412255201,142008.16686954125,142126.1946471289,65725.41903541604,863177.005827932,388246.01357064064,10353644.949565217,metro area
2016/17,Liverpool City Region,606.2317760139704,839337.092797103,6646131.912350311,31279.11681889594,127145.12797819712,48949.029081247536,1839972.5284483342,84904.18692966794,10878405.625655418,metro area
2016/17,Newcastle Met Area,408.2451770700515,1397443.5712776019,2846066.978754422,94201.13815350049,106189.67854387799,39490.83664595292,467438.23663637106,143940.38885089074,4081088.883590507,metro area
2016/17,Nottinghamshire and Derby,454.52866930067535,1957888.2105152253,7003087.315243034,21301.367416801306,295314.1014135601,12980.050900500137,645464.7528225929,221095.8071357929,1510009.6338894353,metro area
2016/17,NA,7789.947658657842,12849352.811871417,16039776.933303064,1079330.0560946018,1793317.594978791,586355.7568659792,26033827.906106934,3447839.189835636,30574788.991501223,imd decile
2017/18,Belfast City Region,1057.9871880389749,1474290.2989169732,4594704.148415862,122581.79796602744,270218.6972539684,82017.36073168898,3218088.3947355803,402118.46539807424,8478883.793202858,metro area
2017/18,Bristol,987.759418595396,3238433.171661196,2896712.446318717,45096.61592875813,281052.61951773317,15169.081299237083,463234.831894405,74077.20523308015,6330020.3602227075,metro area
2017/18,Cardiff City Region,313.15673687942325,743163.1414450174,4416897.3198612975,127036.19957119226,279952.8174272105,51457.238254679345,1759485.499327417,202865.2644381305,5907002.194890746,metro area
2017/18,Edinburgh,408.60043157339095,1257358.5076747302,1435543.202042237,11569.022814903035,55769.356412395835,29475.972348265455,1122326.339912137,143685.7725767724,1641521.501167862,metro area
2017/18,Glasgow City Region,762.9205359680578,7602478.448217181,18993979.716792565,29806.614133146406,1055311.4767238663,23481.95483858673,1831187.3965379114,1056577.6385175558,20458615.81823013,metro area
2017/18,Greater Birmingham and The Black Country,1133.0092364290729,3032351.9568236587,11426841.549230995,28972.53949565571,388057.80753938184,118027.11108384267,1215941.654024365,1036638.5296200543,3019306.008201473,metro area
2017/18,Greater London,1788.219960289076,20265157.721237976,14536002.6960915,443075.8559730224,1795130.1190858707,57542.45956033049,6186747.657384335,454659.6392137874,37480309.664356515,metro area
2017/18,Greater Manchester,322.5175959352404,1996844.720854279,5681187.14709961,85300.53058363126,293323.651272887,12809.01859809419,1927850.966056405,265159.41832536116,16859211.850321304,metro area
2017/18,Leeds City Region,392.81208537891507,978907.4368799264,3073374.669506828,76138.49489788116,497928.86203363707,73407.18520574951,671989.9531853345,544216.2889859157,11010603.624189787,metro area
2017/18,Liverpool City Region,172.9990142326802,1503854.3257809575,6110026.608050864,67943.71801153682,260205.3498001792,58109.993528486666,1057092.0356683224,273330.993374698,8668987.559467452,metro area
2017/18,Newcastle Met Area,731.8104929089546,391887.6961267608,2803436.3480935926,68641.05799537543,223021.60233509875,22810.77372060395,272081.3103697509,264212.9297967653,5230558.233956195,metro area
2017/18,Nottinghamshire and Derby,425.50564854964614,3111241.6004460114,2097292.410497856,141443.83864980936,76078.86437611282,19583.548234612295,296466.6274599065,158734.1756586013,1845817.0283797486,metro area
2017/18,NA,16796.84841297567,28493055.463595733,108460050.3567698,1505463.335444487,6437566.168372643,336509.2848202073,8236550.63768411,2448805.593818062,68434159.4533042,imd decile
2018/19,Belfast City Region,823.6778068661691,325978.21220677334,1195895.1185369655,149744.82913615165,280816.8214754015,57953.05998840456,1904301.409902063,309285.1280021829,8954124.324651472,metro area
2018/19,Bristol,899.6888839475811,4834664.776025125,5982541.458747472,71182.69865395222,306761.06313625723,19193.329152798116,181006.20210439674,245571.60026821887,4842872.234595521,metro area
2018/19,Cardiff City Region,157.30863282456994,2970453.7237151423,2604240.926367767,121134.68887347245,48998.65790226683,60794.60773192906,1815010.039822387,241810.2798074213,3056162.3407200533,metro area
2018/19,Edinburgh,162.17842714227737,2146802.101535708,2876966.636921853,14535.196172190645,278211.444644209,33682.93754403386,697322.5472101978,231176.57893860366,5932311.613871051,metro area
2018/19,Glasgow City Region,1893.9189218474553,9044361.2831624,19776248.387778435,116406.09293735438,154720.4874520764,76497.34855517016,2484054.267761426,341973.1109910645,23739935.565422248,metro area
2018/19,Greater Birmingham and The Black Country,1961.8827340442685,5373325.694747826,2104300.587828553,226156.7036343366,925623.9242819891,165557.60937170286,1255916.4081684458,144844.1397574952,20653313.663138255,metro area
2018/19,Greater London,3745.7153960889204,21902020.160691384,33446661.045859378,250736.27544760852,1614479.0570981915,256320.41151088203,2892166.0774647067,818769.0620429666,43913308.82330143,metro area
2018/19,Greater Manchester,1749.5774799585342,899310.5653225362,6096449.4579649875,82149.26000802164,396708.14016594534,87917.89494022049,2943194.3086236254,677132.2527143845,7261077.237780895,metro area
2018/19,Leeds City Region,1454.6515027238056,4267413.152849304,5469883.630620448,134257.80504314898,308862.2660570191,51414.81262514891,1690457.6240587092,144402.06285652734,4668475.535794739,metro area
2018/19,Liverpool City Region,266.94733578525484,451781.9243391802,3112298.8720075907,52702.43490564824,236908.42111273465,16170.089032485252,1744491.7858224108,100431.18108151737,3314960.2672952362,metro area
2018/19,Newcastle Met Area,746.2572036152706,1244956.3716217107,3218541.7248958712,51066.97427185532,53512.34158851318,26848.294692454547,672457.0561800775,52286.71206563639,1316031.8161177237,metro area
2018/19,Nottinghamshire and Derby,407.9095810808241,2329487.0487320647,4734209.38325816,87489.05974984916,185908.29199072518,10079.59159778571,700430.1087928134,133013.9277188333,7300137.363480238,metro area
2018/19,NA,10906.378009369972,55369012.402570136,29061785.67187875,1284950.9941339637,1856472.901182374,795550.0465270802,25666202.439665865,9889007.039233264,61766579.31919016,imd decile
2019/20,Belfast City Region,1171.5029947936534,655115.5362623127,3154366.6223532665,84465.44899607264,242451.30935442634,89088.23105972612,4025104.285162144,1072127.3283220532,3239722.020553165,metro area
2019/20,Bristol,202.80346234794706,1406410.581942874,6974522.559179379,22740.465191244894,243996.99429383333,53439.92876638359,429058.00259837124,105072.05071175435,6813215.671953141,metro area
2019/20,Cardiff City Region,588.4692937675864,2187080.431754307,4949496.064296935,230205.04086299206,51940.042167783904,73953.42572090703,1915668.4182728091,92460.76614475944,1520677.316969551,metro area
2019/20,Edinburgh,570.9995103310794,294978.3196564721,3041449.7486582724,47255.88205691688,35221.549573087694,13301.765851998944,529405.3548280356,76835.37051738154,6165893.856494145,metro area
2019/20,Glasgow City Region,691.3893176112325,7427497.894740524,3398383.625270211,33150.468387327346,297427.15701147413,84727.67183604106,1284244.710657912,622570.8643325771,8612174.345127564,metro area
2019/20,Greater Birmingham and The Black Country,1498.4212340384722,1963659.0608945962,8730399.896534096,109238.86383725145,624496.4458971865,88466.28986539626,2501349.7135214712,377135.0704475765,2515062.459116515,metro area
2019/20,Greater London,2229.379179391265,15198761.530008012,11065384.544543236,57469.47462733929,421568.06288559997,265415.89248359343,1499172.7829626712,523745.8496012348,19834155.32097765,metro area
2019/20,Greater Manchester,332.2069678483531,1628034.9990151816,2513440.36625449,152864.8029500246,219874.6261907967,22924.54604618477,957744.3766619941,681672.3683491163,6031023.222557203,metro area
2019/20,Leeds City Region,489.0923057571054,4194178.374309072,3028103.0049001873,109139.46241082103,84590.17661421039,81070.06766479672,1024855.528572561,226292.909455139,3980455.113186399,metro area
2019/20,Liverpool City Region,987.1857152834534,909765.3086613946,3155990.732560831,54928.08318685592,112113.44645376988,20406.727546026388,2055874.0979209323,414398.9961228559,1817795.0684736546,metro area
2019/20,Newcastle Met Area,153.63696122914553,465233.75570501055,2363777.035391042,92879.07531657163,54092.77549127117,40029.71559608584,845136.0720113685,181186.10394014808,2161978.1307037454,metro area
2019/20,Nottinghamshire and Derby,413.0799407027662,409170.656934008,5401720.239075349,133885.17056069357,355126.022998802,50983.78242064695,1199300.0965971653,89073.06564129234,915347.1504242205,metro area
2019/20,NA,7974.885711155087,27783545.82660925,101901595.83167227,1796593.2862869129,5929262.671443412,278672.6041563285,16548489.665520342,1338244.9526943834,61432564.568610676,imd decile
2020/21,Belfast City Region,1070.9751751035453,453858.02846871456,2943681.7493269895,15428.471222573518,145631.51488054433,23401.08537648184,3461162.1984369475,1101145.6084808598,4976375.091016457,metro area
2020/21,Bristol,135.74431487098337,1273648.610736527,5134614.81420323,15969.146949889699,64562.8561294267,16414.71393538233,264291.34850249236,41171.90528695793,2128105.528616091,metro area
2020/21,Cardiff City Region,364.39222870767117,1666933.2178994499,2663618.8663581926,80755.4365681883,119191.14767505974,91898.64193110782,604782.7036089838,569812.9828079339,7538671.420586548,metro area
2020/21,Edinburgh,335.9739013481885,1496069.2880701663,1919182.3496287102,45528.24619459361,124562.320753327,24238.534166523405,1426495.2134015895,234810.98037409334,5344010.993574727,metro area
2020/21,Glasgow City Region,522.2994962334633,1952805.9174331343,8085303.016200384,66314.53432867416,157285.71925137006,22923.375933546035,1300197.283086288,188348.72434709466,11073441.9987575,metro area
2020/21,Greater Birmingham and The Black Country,1401.3379289966076,5472028.4147722265,6581621.076662841,139457.12205309793,538127.3771875005,160633.12322400924,1218742.298376442,692029.5160054867,5469186.497703816,metro area
